Time[s];Supply_P[bar];Exhaust_P[bar];R1_P[bar];V1_P[bar];V2_P[bar];T1_P[bar]
1.4183;6.0000;0.0000;2.3879;1.0000;0.0000;0.6370
1.4193;6.0000;0.0000;2.3877;1.0000;0.0000;0.6382
1.4203;6.0000;0.0000;2.3876;1.0000;0.0000;0.6395
1.4213;6.0000;0.0000;2.3875;1.0000;0.0000;0.6407
1.4223;6.0000;0.0000;2.3873;1.0000;0.0000;0.6420
1.4233;6.0000;0.0000;2.3872;1.0000;0.0000;0.6433
1.4243;6.0000;0.0000;2.3871;1.0000;0.0000;0.6445
1.4253;6.0000;0.0000;2.3869;1.0000;0.0000;0.6458
1.4263;6.0000;0.0000;2.3868;1.0000;0.0000;0.6470
1.4273;6.0000;0.0000;2.3867;1.0000;0.0000;0.6483
1.4283;6.0000;0.0000;2.3866;1.0000;0.0000;0.6495
1.4293;6.0000;0.0000;2.3864;1.0000;0.0000;0.6508
1.4303;6.0000;0.0000;2.3863;1.0000;0.0000;0.6521
1.4313;6.0000;0.0000;2.3862;1.0000;0.0000;0.6533
1.4323;6.0000;0.0000;2.3861;1.0000;0.0000;0.6546
1.4333;6.0000;0.0000;2.3859;1.0000;0.0000;0.6558
1.4343;6.0000;0.0000;2.3858;1.0000;0.0000;0.6571
1.4353;6.0000;0.0000;2.3857;1.0000;0.0000;0.6583
1.4363;6.0000;0.0000;2.3856;1.0000;0.0000;0.6596
1.4373;6.0000;0.0000;2.3854;1.0000;0.0000;0.6609
1.4383;6.0000;0.0000;2.3853;1.0000;0.0000;0.6621
1.4393;6.0000;0.0000;2.3852;1.0000;0.0000;0.6634
1.4403;6.0000;0.0000;2.3851;1.0000;0.0000;0.6646
1.4413;6.0000;0.0000;2.3850;1.0000;0.0000;0.6659
1.4423;6.0000;0.0000;2.3849;1.0000;0.0000;0.6671
1.4433;6.0000;0.0000;2.3847;1.0000;0.0000;0.6684
1.4443;6.0000;0.0000;2.3846;1.0000;0.0000;0.6697
1.4453;6.0000;0.0000;2.3845;1.0000;0.0000;0.6709
1.4463;6.0000;0.0000;2.3844;1.0000;0.0000;0.6722
1.4473;6.0000;0.0000;2.3843;1.0000;0.0000;0.6734
1.4483;6.0000;0.0000;2.3842;1.0000;0.0000;0.6747
1.4493;6.0000;0.0000;2.3841;1.0000;0.0000;0.6759
1.4503;6.0000;0.0000;2.3840;1.0000;0.0000;0.6772
1.4513;6.0000;0.0000;2.3839;1.0000;0.0000;0.6784
1.4523;6.0000;0.0000;2.3838;1.0000;0.0000;0.6797
1.4533;6.0000;0.0000;2.3836;1.0000;0.0000;0.6810
1.4543;6.0000;0.0000;2.3835;1.0000;0.0000;0.6822
1.4553;6.0000;0.0000;2.3834;1.0000;0.0000;0.6835
1.4563;6.0000;0.0000;2.3833;1.0000;0.0000;0.6847
1.4573;6.0000;0.0000;2.3832;1.0000;0.0000;0.6860
1.4583;6.0000;0.0000;2.3831;1.0000;0.0000;0.6872
1.4593;6.0000;0.0000;2.3830;1.0000;0.0000;0.6885
1.4603;6.0000;0.0000;2.3829;1.0000;0.0000;0.6898
1.4613;6.0000;0.0000;2.3828;1.0000;0.0000;0.6910
1.4623;6.0000;0.0000;2.3827;1.0000;0.0000;0.6923
1.4633;6.0000;0.0000;2.3826;1.0000;0.0000;0.6935
1.4643;6.0000;0.0000;2.3825;1.0000;0.0000;0.6948
1.4653;6.0000;0.0000;2.3824;1.0000;0.0000;0.6960
1.4663;6.0000;0.0000;2.3823;1.0000;0.0000;0.6973
1.4673;6.0000;0.0000;2.3823;1.0000;0.0000;0.6985
1.4683;6.0000;0.0000;2.3822;1.0000;0.0000;0.6998
1.4693;6.0000;0.0000;2.3821;1.0000;0.0000;0.7011
1.4703;6.0000;0.0000;2.3820;1.0000;0.0000;0.7023
1.4713;6.0000;0.0000;2.3819;1.0000;0.0000;0.7036
1.4723;6.0000;0.0000;2.3818;1.0000;0.0000;0.7048
1.4733;6.0000;0.0000;2.3817;1.0000;0.0000;0.7061
1.4743;6.0000;0.0000;2.3816;1.0000;0.0000;0.7073
1.4753;6.0000;0.0000;2.3815;1.0000;0.0000;0.7086
1.4763;6.0000;0.0000;2.3814;1.0000;0.0000;0.7098
1.4773;6.0000;0.0000;2.3814;1.0000;0.0000;0.7111
1.4783;6.0000;0.0000;2.3813;1.0000;0.0000;0.7124
1.4793;6.0000;0.0000;2.3812;1.0000;0.0000;0.7136
1.4803;6.0000;0.0000;2.3811;1.0000;0.0000;0.7149
1.4813;6.0000;0.0000;2.3810;1.0000;0.0000;0.7161
1.4823;6.0000;0.0000;2.3809;1.0000;0.0000;0.7174
1.4833;6.0000;0.0000;2.3809;1.0000;0.0000;0.7186
1.4843;6.0000;0.0000;2.3808;1.0000;0.0000;0.7199
1.4853;6.0000;0.0000;2.3807;1.0000;0.0000;0.7211
1.4863;6.0000;0.0000;2.3806;1.0000;0.0000;0.7224
1.4873;6.0000;0.0000;2.3805;1.0000;0.0000;0.7237
1.4883;6.0000;0.0000;2.3805;1.0000;0.0000;0.7249
1.4893;6.0000;0.0000;2.3804;1.0000;0.0000;0.7262
1.4903;6.0000;0.0000;2.3803;1.0000;0.0000;0.7274
1.4913;6.0000;0.0000;2.3802;1.0000;0.0000;0.7287
1.4923;6.0000;0.0000;2.3802;1.0000;0.0000;0.7299
1.4933;6.0000;0.0000;2.3801;1.0000;0.0000;0.7312
1.4943;6.0000;0.0000;2.3800;1.0000;0.0000;0.7324
1.4953;6.0000;0.0000;2.3799;1.0000;0.0000;0.7337
1.4963;6.0000;0.0000;2.3799;1.0000;0.0000;0.7350
1.4973;6.0000;0.0000;2.3798;1.0000;0.0000;0.7362
1.4983;6.0000;0.0000;2.3797;1.0000;0.0000;0.7375
1.4993;6.0000;0.0000;2.3797;1.0000;0.0000;0.7387
1.5003;6.0000;0.0000;2.3796;1.0000;0.0000;0.7400
1.5013;6.0000;0.0000;2.3795;1.0000;0.0000;0.7412
1.5023;6.0000;0.0000;2.3795;1.0000;0.0000;0.7425
1.5033;6.0000;0.0000;2.3794;1.0000;0.0000;0.7437
1.5043;6.0000;0.0000;2.3793;1.0000;0.0000;0.7450
1.5053;6.0000;0.0000;2.3793;1.0000;0.0000;0.7462
1.5063;6.0000;0.0000;2.3792;1.0000;0.0000;0.7475
1.5073;6.0000;0.0000;2.3791;1.0000;0.0000;0.7488
1.5083;6.0000;0.0000;2.3791;1.0000;0.0000;0.7500
1.5093;6.0000;0.0000;2.3790;1.0000;0.0000;0.7513
1.5103;6.0000;0.0000;2.3789;1.0000;0.0000;0.7525
1.5113;6.0000;0.0000;2.3789;1.0000;0.0000;0.7538
1.5123;6.0000;0.0000;2.3788;1.0000;0.0000;0.7550
1.5133;6.0000;0.0000;2.3788;1.0000;0.0000;0.7563
1.5143;6.0000;0.0000;2.3787;1.0000;0.0000;0.7575
1.5153;6.0000;0.0000;2.3787;1.0000;0.0000;0.7588
1.5163;6.0000;0.0000;2.3786;1.0000;0.0000;0.7600
1.5173;6.0000;0.0000;2.3785;1.0000;0.0000;0.7613
1.5183;6.0000;0.0000;2.3785;1.0000;0.0000;0.7626
1.5193;6.0000;0.0000;2.3784;1.0000;0.0000;0.7638
1.5203;6.0000;0.0000;2.3784;1.0000;0.0000;0.7651
1.5213;6.0000;0.0000;2.3783;1.0000;0.0000;0.7663
1.5223;6.0000;0.0000;2.3783;1.0000;0.0000;0.7676
1.5233;6.0000;0.0000;2.3782;1.0000;0.0000;0.7688
1.5243;6.0000;0.0000;2.3782;1.0000;0.0000;0.7701
1.5253;6.0000;0.0000;2.3781;1.0000;0.0000;0.7713
1.5263;6.0000;0.0000;2.3781;1.0000;0.0000;0.7726
1.5273;6.0000;0.0000;2.3780;1.0000;0.0000;0.7738
1.5283;6.0000;0.0000;2.3780;1.0000;0.0000;0.7751
1.5293;6.0000;0.0000;2.3779;1.0000;0.0000;0.7764
1.5303;6.0000;0.0000;2.3779;1.0000;0.0000;0.7776
1.5313;6.0000;0.0000;2.3778;1.0000;0.0000;0.7789
1.5323;6.0000;0.0000;2.3778;1.0000;0.0000;0.7801
1.5333;6.0000;0.0000;2.3778;1.0000;0.0000;0.7814
1.5343;6.0000;0.0000;2.3777;1.0000;0.0000;0.7826
1.5353;6.0000;0.0000;2.3777;1.0000;0.0000;0.7839
1.5363;6.0000;0.0000;2.3776;1.0000;0.0000;0.7851
1.5373;6.0000;0.0000;2.3776;1.0000;0.0000;0.7864
1.5383;6.0000;0.0000;2.3776;1.0000;0.0000;0.7876
1.5393;6.0000;0.0000;2.3775;1.0000;0.0000;0.7889
1.5403;6.0000;0.0000;2.3775;1.0000;0.0000;0.7901
1.5413;6.0000;0.0000;2.3774;1.0000;0.0000;0.7914
1.5423;6.0000;0.0000;2.3774;1.0000;0.0000;0.7927
1.5433;6.0000;0.0000;2.3774;1.0000;0.0000;0.7939
1.5443;6.0000;0.0000;2.3773;1.0000;0.0000;0.7952
1.5453;6.0000;0.0000;2.3773;1.0000;0.0000;0.7964
1.5463;6.0000;0.0000;2.3773;1.0000;0.0000;0.7977
1.5473;6.0000;0.0000;2.3772;1.0000;0.0000;0.7989
1.5483;6.0000;0.0000;2.3772;1.0000;0.0000;0.8002
1.5493;6.0000;0.0000;2.3772;1.0000;0.0000;0.8014
1.5503;6.0000;0.0000;2.3771;1.0000;0.0000;0.8027
1.5513;6.0000;0.0000;2.3771;1.0000;0.0000;0.8039
1.5523;6.0000;0.0000;2.3771;1.0000;0.0000;0.8052
1.5533;6.0000;0.0000;2.3771;1.0000;0.0000;0.8064
1.5543;6.0000;0.0000;2.3770;1.0000;0.0000;0.8077
1.5553;6.0000;0.0000;2.3770;1.0000;0.0000;0.8090
1.5563;6.0000;0.0000;2.3770;1.0000;0.0000;0.8102
1.5573;6.0000;0.0000;2.3770;1.0000;0.0000;0.8115
1.5583;6.0000;0.0000;2.3769;1.0000;0.0000;0.8127
1.5593;6.0000;0.0000;2.3769;1.0000;0.0000;0.8140
1.5603;6.0000;0.0000;2.3769;1.0000;0.0000;0.8152
1.5613;6.0000;0.0000;2.3769;1.0000;0.0000;0.8165
1.5623;6.0000;0.0000;2.3768;1.0000;0.0000;0.8177
1.5633;6.0000;0.0000;2.3768;1.0000;0.0000;0.8190
1.5643;6.0000;0.0000;2.3768;1.0000;0.0000;0.8202
1.5653;6.0000;0.0000;2.3768;1.0000;0.0000;0.8215
1.5663;6.0000;0.0000;2.3768;1.0000;0.0000;0.8227
1.5673;6.0000;0.0000;2.3767;1.0000;0.0000;0.8240
1.5683;6.0000;0.0000;2.3767;1.0000;0.0000;0.8252
1.5693;6.0000;0.0000;2.3767;1.0000;0.0000;0.8265
1.5703;6.0000;0.0000;2.3767;1.0000;0.0000;0.8277
1.5713;6.0000;0.0000;2.3767;1.0000;0.0000;0.8290
1.5723;6.0000;0.0000;2.3767;1.0000;0.0000;0.8303
1.5733;6.0000;0.0000;2.3766;1.0000;0.0000;0.8315
1.5743;6.0000;0.0000;2.3766;1.0000;0.0000;0.8328
1.5753;6.0000;0.0000;2.3766;1.0000;0.0000;0.8340
1.5763;6.0000;0.0000;2.3766;1.0000;0.0000;0.8353
1.5773;6.0000;0.0000;2.3766;1.0000;0.0000;0.8365
1.5783;6.0000;0.0000;2.3766;1.0000;0.0000;0.8378
1.5793;6.0000;0.0000;2.3766;1.0000;0.0000;0.8390
1.5803;6.0000;0.0000;2.3766;1.0000;0.0000;0.8403
1.5813;6.0000;0.0000;2.3766;1.0000;0.0000;0.8415
1.5823;6.0000;0.0000;2.3766;1.0000;0.0000;0.8428
1.5833;6.0000;0.0000;2.3766;1.0000;0.0000;0.8440
1.5843;6.0000;0.0000;2.3766;1.0000;0.0000;0.8453
1.5853;6.0000;0.0000;2.3765;1.0000;0.0000;0.8465
1.5863;6.0000;0.0000;2.3765;1.0000;0.0000;0.8478
1.5873;6.0000;0.0000;2.3765;1.0000;0.0000;0.8490
1.5883;6.0000;0.0000;2.3765;1.0000;0.0000;0.8503
1.5893;6.0000;0.0000;2.3765;1.0000;0.0000;0.8515
1.5903;6.0000;0.0000;2.3765;1.0000;0.0000;0.8528
1.5913;6.0000;0.0000;2.3765;1.0000;0.0000;0.8541
1.5923;6.0000;0.0000;2.3765;1.0000;0.0000;0.8553
1.5933;6.0000;0.0000;2.3765;1.0000;0.0000;0.8566
1.5943;6.0000;0.0000;2.3765;1.0000;0.0000;0.8578
1.5953;6.0000;0.0000;2.3765;1.0000;0.0000;0.8591
1.5963;6.0000;0.0000;2.3765;1.0000;0.0000;0.8603
1.5973;6.0000;0.0000;2.3766;1.0000;0.0000;0.8616
1.5983;6.0000;0.0000;2.3766;1.0000;0.0000;0.8628
1.5993;6.0000;0.0000;2.3766;1.0000;0.0000;0.8641
1.6003;6.0000;0.0000;2.3766;1.0000;0.0000;0.8653
1.6013;6.0000;0.0000;2.3766;1.0000;0.0000;0.8666
1.6023;6.0000;0.0000;2.3766;1.0000;0.0000;0.8678
1.6033;6.0000;0.0000;2.3766;1.0000;0.0000;0.8691
1.6043;6.0000;0.0000;2.3766;1.0000;0.0000;0.8703
1.6053;6.0000;0.0000;2.3766;1.0000;0.0000;0.8716
1.6063;6.0000;0.0000;2.3766;1.0000;0.0000;0.8728
1.6073;6.0000;0.0000;2.3766;1.0000;0.0000;0.8741
1.6083;6.0000;0.0000;2.3767;1.0000;0.0000;0.8753
1.6093;6.0000;0.0000;2.3767;1.0000;0.0000;0.8766
1.6103;6.0000;0.0000;2.3767;1.0000;0.0000;0.8778
1.6113;6.0000;0.0000;2.3767;1.0000;0.0000;0.8791
1.6123;6.0000;0.0000;2.3767;1.0000;0.0000;0.8803
1.6133;6.0000;0.0000;2.3767;1.0000;0.0000;0.8816
1.6143;6.0000;0.0000;2.3767;1.0000;0.0000;0.8828
1.6153;6.0000;0.0000;2.3768;1.0000;0.0000;0.8841
1.6163;6.0000;0.0000;2.3768;1.0000;0.0000;0.8854
1.6173;6.0000;0.0000;2.3768;1.0000;0.0000;0.8866
1.6183;6.0000;0.0000;2.3768;1.0000;0.0000;0.8879
1.6193;6.0000;0.0000;2.3768;1.0000;0.0000;0.8891
1.6203;6.0000;0.0000;2.3769;1.0000;0.0000;0.8904
1.6213;6.0000;0.0000;2.3769;1.0000;0.0000;0.8916
1.6223;6.0000;0.0000;2.3769;1.0000;0.0000;0.8929
1.6233;6.0000;0.0000;2.3769;1.0000;0.0000;0.8941
1.6243;6.0000;0.0000;2.3770;1.0000;0.0000;0.8954
1.6253;6.0000;0.0000;2.3770;1.0000;0.0000;0.8966
1.6263;6.0000;0.0000;2.3770;1.0000;0.0000;0.8979
1.6273;6.0000;0.0000;2.3770;1.0000;0.0000;0.8991
1.6283;6.0000;0.0000;2.3771;1.0000;0.0000;0.9004
1.6293;6.0000;0.0000;2.3771;1.0000;0.0000;0.9016
1.6303;6.0000;0.0000;2.3771;1.0000;0.0000;0.9029
1.6313;6.0000;0.0000;2.3772;1.0000;0.0000;0.9041
1.6323;6.0000;0.0000;2.3772;1.0000;0.0000;0.9054
1.6333;6.0000;0.0000;2.3772;1.0000;0.0000;0.9066
1.6343;6.0000;0.0000;2.3772;1.0000;0.0000;0.9079
1.6353;6.0000;0.0000;2.3773;1.0000;0.0000;0.9091
1.6363;6.0000;0.0000;2.3773;1.0000;0.0000;0.9104
1.6373;6.0000;0.0000;2.3773;1.0000;0.0000;0.9116
1.6383;6.0000;0.0000;2.3774;1.0000;0.0000;0.9129
1.6393;6.0000;0.0000;2.3774;1.0000;0.0000;0.9141
1.6403;6.0000;0.0000;2.3775;1.0000;0.0000;0.9154
1.6413;6.0000;0.0000;2.3775;1.0000;0.0000;0.9166
1.6423;6.0000;0.0000;2.3775;1.0000;0.0000;0.9179
1.6433;6.0000;0.0000;2.3776;1.0000;0.0000;0.9191
1.6443;6.0000;0.0000;2.3776;1.0000;0.0000;0.9204
1.6453;6.0000;0.0000;2.3776;1.0000;0.0000;0.9216
1.6463;6.0000;0.0000;2.3777;1.0000;0.0000;0.9229
1.6473;6.0000;0.0000;2.3777;1.0000;0.0000;0.9241
1.6483;6.0000;0.0000;2.3778;1.0000;0.0000;0.9254
1.6493;6.0000;0.0000;2.3778;1.0000;0.0000;0.9266
1.6503;6.0000;0.0000;2.3779;1.0000;0.0000;0.9279
1.6513;6.0000;0.0000;2.3779;1.0000;0.0000;0.9291
1.6523;6.0000;0.0000;2.3780;1.0000;0.0000;0.9304
1.6533;6.0000;0.0000;2.3780;1.0000;0.0000;0.9316
1.6543;6.0000;0.0000;2.3780;1.0000;0.0000;0.9329
1.6553;6.0000;0.0000;2.3781;1.0000;0.0000;0.9341
1.6563;6.0000;0.0000;2.3781;1.0000;0.0000;0.9354
1.6573;6.0000;0.0000;2.3782;1.0000;0.0000;0.9366
1.6583;6.0000;0.0000;2.3782;1.0000;0.0000;0.9379
1.6593;6.0000;0.0000;2.3783;1.0000;0.0000;0.9391
1.6603;6.0000;0.0000;2.3783;1.0000;0.0000;0.9404
1.6613;6.0000;0.0000;2.3784;1.0000;0.0000;0.9416
1.6623;6.0000;0.0000;2.3784;1.0000;0.0000;0.9429
1.6633;6.0000;0.0000;2.3785;1.0000;0.0000;0.9441
1.6643;6.0000;0.0000;2.3786;1.0000;0.0000;0.9454
1.6653;6.0000;0.0000;2.3786;1.0000;0.0000;0.9466
1.6663;6.0000;0.0000;2.3787;1.0000;0.0000;0.9479
1.6673;6.0000;0.0000;2.3787;1.0000;0.0000;0.9491
1.6683;6.0000;0.0000;2.3788;1.0000;0.0000;0.9504
1.6693;6.0000;0.0000;2.3788;1.0000;0.0000;0.9516
1.6703;6.0000;0.0000;2.3789;1.0000;0.0000;0.9529
1.6713;6.0000;0.0000;2.3790;1.0000;0.0000;0.9541
1.6723;6.0000;0.0000;2.3790;1.0000;0.0000;0.9554
1.6733;6.0000;0.0000;2.3791;1.0000;0.0000;0.9566
1.6743;6.0000;0.0000;2.3791;1.0000;0.0000;0.9579
1.6753;6.0000;0.0000;2.3792;1.0000;0.0000;0.9591
1.6763;6.0000;0.0000;2.3793;1.0000;0.0000;0.9604
1.6773;6.0000;0.0000;2.3793;1.0000;0.0000;0.9616
1.6783;6.0000;0.0000;2.3794;1.0000;0.0000;0.9629
1.6793;6.0000;0.0000;2.3795;1.0000;0.0000;0.9641
1.6803;6.0000;0.0000;2.3795;1.0000;0.0000;0.9654
1.6813;6.0000;0.0000;2.3796;1.0000;0.0000;0.9666
1.6823;6.0000;0.0000;2.3797;1.0000;0.0000;0.9679
1.6833;6.0000;0.0000;2.3797;1.0000;0.0000;0.9691
1.6843;6.0000;0.0000;2.3798;1.0000;0.0000;0.9704
1.6853;6.0000;0.0000;2.3799;1.0000;0.0000;0.9716
1.6863;6.0000;0.0000;2.3799;1.0000;0.0000;0.9729
1.6873;6.0000;0.0000;2.3800;1.0000;0.0000;0.9741
1.6883;6.0000;0.0000;2.3801;1.0000;0.0000;0.9754
1.6893;6.0000;0.0000;2.3802;1.0000;0.0000;0.9766
1.6903;6.0000;0.0000;2.3802;1.0000;0.0000;0.9779
1.6913;6.0000;0.0000;2.3803;1.0000;0.0000;0.9791
1.6923;6.0000;0.0000;2.3804;1.0000;0.0000;0.9804
1.6933;6.0000;0.0000;2.3805;1.0000;0.0000;0.9816
1.6943;6.0000;0.0000;2.3805;1.0000;0.0000;0.9829
1.6953;6.0000;0.0000;2.3806;1.0000;0.0000;0.9841
1.6963;6.0000;0.0000;2.3807;1.0000;0.0000;0.9854
1.6973;6.0000;0.0000;2.3808;1.0000;0.0000;0.9866
1.6983;6.0000;0.0000;2.3808;1.0000;0.0000;0.9879
1.6993;6.0000;0.0000;2.3809;1.0000;0.0000;0.9891
1.7003;6.0000;0.0000;2.3810;1.0000;0.0000;0.9904
1.7013;6.0000;0.0000;2.3811;1.0000;0.0000;0.9916
1.7023;6.0000;0.0000;2.3812;1.0000;0.0000;0.9929
1.7033;6.0000;0.0000;2.3813;1.0000;0.0000;0.9941
1.7043;6.0000;0.0000;2.3813;1.0000;0.0000;0.9954
1.7053;6.0000;0.0000;2.3814;1.0000;0.0000;0.9966
1.7063;6.0000;0.0000;2.3815;1.0000;0.0000;0.9979
1.7073;6.0000;0.0000;2.3816;1.0000;0.0000;0.9991
1.7083;6.0000;0.0000;2.3817;1.0000;0.0000;1.0004
1.7093;6.0000;0.0000;2.3818;1.0000;0.0000;1.0016
1.7103;6.0000;0.0000;2.3819;1.0000;0.0000;1.0029
1.7113;6.0000;0.0000;2.3820;1.0000;0.0000;1.0041
1.7123;6.0000;0.0000;2.3820;1.0000;0.0000;1.0054
1.7133;6.0000;0.0000;2.3821;1.0000;0.0000;1.0066
1.7143;6.0000;0.0000;2.3822;1.0000;0.0000;1.0079
1.7153;6.0000;0.0000;2.3823;1.0000;0.0000;1.0091
1.7163;6.0000;0.0000;2.3824;1.0000;0.0000;1.0104
1.7173;6.0000;0.0000;2.3825;1.0000;0.0000;1.0116
1.7183;6.0000;0.0000;2.3826;1.0000;0.0000;1.0129
1.7193;6.0000;0.0000;2.3827;1.0000;0.0000;1.0141
1.7203;6.0000;0.0000;2.3828;1.0000;0.0000;1.0154
1.7213;6.0000;0.0000;2.3829;1.0000;0.0000;1.0166
1.7223;6.0000;0.0000;2.3830;1.0000;0.0000;1.0178
1.7233;6.0000;0.0000;2.3831;1.0000;0.0000;1.0191
1.7243;6.0000;0.0000;2.3832;1.0000;0.0000;1.0203
1.7253;6.0000;0.0000;2.3833;1.0000;0.0000;1.0216
1.7263;6.0000;0.0000;2.3834;1.0000;0.0000;1.0228
1.7273;6.0000;0.0000;2.3835;1.0000;0.0000;1.0241
1.7283;6.0000;0.0000;2.3836;1.0000;0.0000;1.0253
1.7293;6.0000;0.0000;2.3837;1.0000;0.0000;1.0266
1.7303;6.0000;0.0000;2.3838;1.0000;0.0000;1.0278
1.7313;6.0000;0.0000;2.3839;1.0000;0.0000;1.0291
1.7323;6.0000;0.0000;2.3840;1.0000;0.0000;1.0303
1.7333;6.0000;0.0000;2.3841;1.0000;0.0000;1.0316
1.7343;6.0000;0.0000;2.3842;1.0000;0.0000;1.0328
1.7353;6.0000;0.0000;2.3843;1.0000;0.0000;1.0341
1.7363;6.0000;0.0000;2.3844;1.0000;0.0000;1.0353
1.7373;6.0000;0.0000;2.3845;1.0000;0.0000;1.0366
1.7383;6.0000;0.0000;2.3847;1.0000;0.0000;1.0378
1.7393;6.0000;0.0000;2.3848;1.0000;0.0000;1.0391
1.7403;6.0000;0.0000;2.3849;1.0000;0.0000;1.0403
1.7413;6.0000;0.0000;2.3850;1.0000;0.0000;1.0416
1.7423;6.0000;0.0000;2.3851;1.0000;0.0000;1.0428
1.7433;6.0000;0.0000;2.3852;1.0000;0.0000;1.0441
1.7443;6.0000;0.0000;2.3853;1.0000;0.0000;1.0453
1.7453;6.0000;0.0000;2.3854;1.0000;0.0000;1.0466
1.7463;6.0000;0.0000;2.3856;1.0000;0.0000;1.0478
1.7473;6.0000;0.0000;2.3857;1.0000;0.0000;1.0490
1.7483;6.0000;0.0000;2.3858;1.0000;0.0000;1.0503
1.7493;6.0000;0.0000;2.3859;1.0000;0.0000;1.0515
1.7503;6.0000;0.0000;2.3860;1.0000;0.0000;1.0528
1.7513;6.0000;0.0000;2.3861;1.0000;0.0000;1.0540
1.7523;6.0000;0.0000;2.3863;1.0000;0.0000;1.0553
1.7533;6.0000;0.0000;2.3864;1.0000;0.0000;1.0565
1.7543;6.0000;0.0000;2.3865;1.0000;0.0000;1.0578
1.7553;6.0000;0.0000;2.3866;1.0000;0.0000;1.0590
1.7563;6.0000;0.0000;2.3868;1.0000;0.0000;1.0603
1.7573;6.0000;0.0000;2.3869;1.0000;0.0000;1.0615
1.7583;6.0000;0.0000;2.3870;1.0000;0.0000;1.0628
1.7593;6.0000;0.0000;2.3871;1.0000;0.0000;1.0640
1.7603;6.0000;0.0000;2.3873;1.0000;0.0000;1.0653
1.7613;6.0000;0.0000;2.3874;1.0000;0.0000;1.0665
1.7623;6.0000;0.0000;2.3875;1.0000;0.0000;1.0678
1.7633;6.0000;0.0000;2.3876;1.0000;0.0000;1.0690
1.7643;6.0000;0.0000;2.3878;1.0000;0.0000;1.0702
1.7653;6.0000;0.0000;2.3879;1.0000;0.0000;1.0715
1.7663;6.0000;0.0000;2.3880;1.0000;0.0000;1.0727
1.7673;6.0000;0.0000;2.3882;1.0000;0.0000;1.0740
1.7683;6.0000;0.0000;2.3883;1.0000;0.0000;1.0752
1.7693;6.0000;0.0000;2.3884;1.0000;0.0000;1.0765
1.7703;6.0000;0.0000;2.3886;1.0000;0.0000;1.0777
1.7713;6.0000;0.0000;2.3887;1.0000;0.0000;1.0790
1.7723;6.0000;0.0000;2.3888;1.0000;0.0000;1.0802
1.7733;6.0000;0.0000;2.3890;1.0000;0.0000;1.0815
1.7743;6.0000;0.0000;2.3891;1.0000;0.0000;1.0827
1.7753;6.0000;0.0000;2.3892;1.0000;0.0000;1.0840
1.7763;6.0000;0.0000;2.3894;1.0000;0.0000;1.0852
1.7773;6.0000;0.0000;2.3895;1.0000;0.0000;1.0865
1.7783;6.0000;0.0000;2.3897;1.0000;0.0000;1.0877
1.7793;6.0000;0.0000;2.3898;1.0000;0.0000;1.0889
1.7803;6.0000;0.0000;2.3899;1.0000;0.0000;1.0902
1.7813;6.0000;0.0000;2.3901;1.0000;0.0000;1.0914
1.7823;6.0000;0.0000;2.3902;1.0000;0.0000;1.0927
1.7833;6.0000;0.0000;2.3904;1.0000;0.0000;1.0939
1.7843;6.0000;0.0000;2.3905;1.0000;0.0000;1.0952
1.7853;6.0000;0.0000;2.3907;1.0000;0.0000;1.0964
1.7863;6.0000;0.0000;2.3908;1.0000;0.0000;1.0977
1.7873;6.0000;0.0000;2.3909;1.0000;0.0000;1.0989
1.7883;6.0000;0.0000;2.3911;1.0000;0.0000;1.1002
1.7893;6.0000;0.0000;2.3912;1.0000;0.0000;1.1014
1.7903;6.0000;0.0000;2.3914;1.0000;0.0000;1.1027
1.7913;6.0000;0.0000;2.3915;1.0000;0.0000;1.1039
1.7923;6.0000;0.0000;2.3917;1.0000;0.0000;1.1052
1.7933;6.0000;0.0000;2.3918;1.0000;0.0000;1.1064
1.7943;6.0000;0.0000;2.3920;1.0000;0.0000;1.1076
1.7953;6.0000;0.0000;2.3921;1.0000;0.0000;1.1089
1.7963;6.0000;0.0000;2.3923;1.0000;0.0000;1.1101
1.7973;6.0000;0.0000;2.3924;1.0000;0.0000;1.1114
1.7983;6.0000;0.0000;2.3926;1.0000;0.0000;1.1126
1.7993;6.0000;0.0000;2.3928;1.0000;0.0000;1.1139
1.8003;6.0000;0.0000;2.3929;1.0000;0.0000;1.1151
1.8013;6.0000;0.0000;2.3931;1.0000;0.0000;1.1164
1.8023;6.0000;0.0000;2.3932;1.0000;0.0000;1.1176
1.8033;6.0000;0.0000;2.3934;1.0000;0.0000;1.1189
1.8043;6.0000;0.0000;2.3935;1.0000;0.0000;1.1201
1.8053;6.0000;0.0000;2.3937;1.0000;0.0000;1.1213
1.8063;6.0000;0.0000;2.3939;1.0000;0.0000;1.1226
1.8073;6.0000;0.0000;2.3940;1.0000;0.0000;1.1238
1.8083;6.0000;0.0000;2.3942;1.0000;0.0000;1.1251
1.8093;6.0000;0.0000;2.3944;1.0000;0.0000;1.1263
1.8103;6.0000;0.0000;2.3945;1.0000;0.0000;1.1276
1.8113;6.0000;0.0000;2.3947;1.0000;0.0000;1.1288
1.8123;6.0000;0.0000;2.3948;1.0000;0.0000;1.1301
1.8133;6.0000;0.0000;2.3950;1.0000;0.0000;1.1313
1.8143;6.0000;0.0000;2.3952;1.0000;0.0000;1.1326
1.8153;6.0000;0.0000;2.3953;1.0000;0.0000;1.1338
